10, 1000, four_roll_v4.3.1_10yrs_GRBPopMetric_MultiDetect, 0, 10, 0.0
10, 1000, four_roll_v4.3.1_10yrs_GRBPopMetric_EpochDetect, 0, 10, 0.0
